Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,226,231,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,289,297,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,360,367,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,993,1020,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,12,12,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,51,51,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,184,184,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,433,433,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,661,661,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,677,677,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,655,655,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2678,2678,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,25-34,28,28,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,35-44,72,72,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,45-54,201,203,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,55-64,581,587,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,65-74,1073,1094,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,75-84,1371,1393,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,85+,1675,1685,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory failure,J96,All Ages,5008,5069,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,45-54,15,15,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,55-64,41,41,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,65-74,90,90,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,75-84,141,141,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,85+,198,198,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,All Ages,495,495,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,14,14,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,38,39,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,75,76,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,79,80,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,115,116,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,333,337,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,17,17,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,61,61,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,189,189,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,407,409,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,539,541,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,85+,851,867,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2069,2089,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,18,18,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,110,115,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,227,247,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,392,414,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,85+,664,694,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1420,1497,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,25-34,22,22,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,35-44,52,52,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,45-54,164,164,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,55-64,438,438,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,65-74,797,797,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,75-84,967,967,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,85+,1308,1308,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrest,I46,All Ages,3752,3752,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,13,15,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,46,47,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,112,115,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,213,213,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,394,400,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,779,791,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,55-64,42,42,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,65-74,107,107,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,75-84,185,185,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,85+,440,440,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Heart failure,I50,All Ages,782,782,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,11,11,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,50,51,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,82,85,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,149,152,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,180,183,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,478,489,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,29,30,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,70,78,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,157,170,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,172,184,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,260,285,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,705,769,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,25-34,14,14,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,35-44,26,26,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,45-54,51,51,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,55-64,147,147,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,65-74,249,249,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,75-84,254,255,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,85+,250,250,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Sepsis,Sepsis,A40-A41,All Ages,992,993,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,15,19,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,75,90,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,153,180,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,177,203,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,161,182,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,593,686,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,35-44,34,34,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,45-54,76,77,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,55-64,225,227,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,65-74,360,361,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,75-84,379,382,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,85+,350,355,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Diabetes,Diabetes,E10-E14,All Ages,1433,1445,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,35-44,36,36,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,45-54,55,55,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,55-64,56,56,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,65-74,53,53,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,75-84,38,38,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,85+,20,20,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Obesity,Obesity,E65-E68,All Ages,272,272,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,65-74,18,18,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,75-84,84,84,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,85+,213,213,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Alzheimer disease,Alzheimer disease,G30,All Ages,319,319,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,15,15,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,112,112,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,408,408,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1087,1088,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1623,1624,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,35-44,14,14,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,45-54,54,55,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,55-64,139,143,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,65-74,265,271,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,75-84,274,283,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,85+,305,313,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,Renal failure,Renal failure,N17-N19,All Ages,1056,1084,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,19,42,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,36,73,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,41,76,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,57,120,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,172,364,
